cols,importance,model_name,model_target
store_駒込店,0.0,tree,y_weekday
store_高円寺店,0.0,tree,y_weekday
store_高島平店,0.0,tree,y_weekday
store_高崎店,0.0,tree,y_weekday
store_高座店,0.0,tree,y_weekday
store_高津店,0.0,tree,y_weekday
store_高田馬場店,0.0,tree,y_weekday
store_鴻巣店,0.0,tree,y_weekday
store_赤羽店,0.0,tree,y_weekday
store_調布店,0.0,tree,y_weekday
store_稲城店,0.0,tree,y_weekday
store_東大和店,0.0,tree,y_weekday
store_立川店,0.0,tree,y_weekday
store_綾瀬店,0.0,tree,y_weekday
store_練馬店,0.0,tree,y_weekday
store_羽村店,0.0,tree,y_weekday
store_羽生店,0.0,tree,y_weekday
store_習志野店,0.0,tree,y_weekday
store_自由が丘店,0.0,tree,y_weekday
store_船橋店,0.0,tree,y_weekday
store_若葉店,0.0,tree,y_weekday
store_茅ヶ崎店,0.0,tree,y_weekday
store_西葛西店,0.0,tree,y_weekday
store_草加店,0.0,tree,y_weekday
store_荒川店,0.0,tree,y_weekday
store_荻窪店,0.0,tree,y_weekday
store_葛飾店,0.0,tree,y_weekday
store_蒲田店,0.0,tree,y_weekday
store_藤沢店,0.0,tree,y_weekday
store_行田店,0.0,tree,y_weekday
store_西多摩店,0.0,tree,y_weekday
store_西東京店,0.0,tree,y_weekday
store_東尾久店,0.0,tree,y_weekday
store_日本橋店,0.0,tree,y_weekday
store_東久留米店,0.0,tree,y_weekday
store_厚木店,0.0,tree,y_weekday
store_八千代店,0.0,tree,y_weekday
store_八潮店,0.0,tree,y_weekday
store_八王子店,0.0,tree,y_weekday
store_六本木店,0.0,tree,y_weekday
store_前橋店,0.0,tree,y_weekday
store_千葉中央店,0.0,tree,y_weekday
store_千葉緑店,0.0,tree,y_weekday
store_南砂店,0.0,tree,y_weekday
store_南足柄店,0.0,tree,y_weekday
store_取手店,0.0,tree,y_weekday
store_保土ケ谷店,0.0,tree,y_weekday
store_向島店,0.0,tree,y_weekday
store_君津店,0.0,tree,y_weekday
store_和光店,0.0,tree,y_weekday
store_品川店,0.0,tree,y_weekday
store_四街道店,0.0,tree,y_weekday
store_国分寺店,0.0,tree,y_weekday
store_国立店,0.0,tree,y_weekday
store_坂戸店,0.0,tree,y_weekday
store_墨田店,0.0,tree,y_weekday
store_入間店,0.0,tree,y_weekday
store_佐野店,0.0,tree,y_weekday
store_大久保店,0.0,tree,y_weekday
store_世田谷店,0.0,tree,y_weekday
store_あきる野店,0.0,tree,y_weekday
store_さいたま南店,0.0,tree,y_weekday
store_さいたま緑店,0.0,tree,y_weekday
store_さいたま西店,0.0,tree,y_weekday
store_つくば店,0.0,tree,y_weekday
store_三浦店,0.0,tree,y_weekday
store_三鷹店,0.0,tree,y_weekday
store_上尾店,0.0,tree,y_weekday
store_上野店,0.0,tree,y_weekday
store_中原店,0.0,tree,y_weekday
store_佐倉店,0.0,tree,y_weekday
store_中店,0.0,tree,y_weekday
store_中野店,0.0,tree,y_weekday
store_久喜店,0.0,tree,y_weekday
store_九段店,0.0,tree,y_weekday
store_亀有店,0.0,tree,y_weekday
store_五反田店,0.0,tree,y_weekday
store_代々木店,0.0,tree,y_weekday
store_伊勢原店,0.0,tree,y_weekday
store_伊勢崎店,0.0,tree,y_weekday
store_多摩店,0.0,tree,y_weekday
store_大井店,0.0,tree,y_weekday
store_東中野店,0.0,tree,y_weekday
store_新宿店,0.0,tree,y_weekday
store_志木店,0.0,tree,y_weekday
store_恵比寿店,0.0,tree,y_weekday
store_愛甲店,0.0,tree,y_weekday
store_成城店,0.0,tree,y_weekday
store_成田店,0.0,tree,y_weekday
store_我孫子店,0.0,tree,y_weekday
store_戸塚店,0.0,tree,y_weekday
store_戸田店,0.0,tree,y_weekday
store_所沢店,0.0,tree,y_weekday
store_新座店,0.0,tree,y_weekday
store_府中店,0.0,tree,y_weekday
store_日立店,0.0,tree,y_weekday
store_日野店,0.0,tree,y_weekday
store_旭店,0.0,tree,y_weekday
store_春日部店,0.0,tree,y_weekday
store_昭島店,0.0,tree,y_weekday
store_木更津店,0.0,tree,y_weekday
store_本庄店,0.0,tree,y_weekday
store_本郷店,0.0,tree,y_weekday
store_杉並店,0.0,tree,y_weekday
store_座間店,0.0,tree,y_weekday
store_幸店,0.0,tree,y_weekday
store_大和店,0.0,tree,y_weekday
store_富岡店,0.0,tree,y_weekday
store_大塚店,0.0,tree,y_weekday
store_大宮店,0.0,tree,y_weekday
store_大森店,0.0,tree,y_weekday
store_大泉店,0.0,tree,y_weekday
store_大田店,0.0,tree,y_weekday
store_太田店,0.0,tree,y_weekday
store_宇都宮店,0.0,tree,y_weekday
store_守谷店,0.0,tree,y_weekday
store_宮前店,0.0,tree,y_weekday
store_富津店,0.0,tree,y_weekday
store_平塚店,0.0,tree,y_weekday
store_富里店,0.0,tree,y_weekday
store_小平店,0.0,tree,y_weekday
store_小金井店,0.0,tree,y_weekday
store_川口店,0.0,tree,y_weekday
store_川崎多摩店,0.0,tree,y_weekday
store_川崎店,0.0,tree,y_weekday
store_川越店,0.0,tree,y_weekday
store_巣鴨店,0.0,tree,y_weekday
store_市川店,0.0,tree,y_weekday
store_鶴見店,0.0,tree,y_weekday
order_weekend,0.15815529460588607,RandomForest,y_weekday
order_weekday,0.09843765426485696,RandomForest,y_weekday
order,0.05200223213400688,RandomForest,y_weekday
order_delivery,0.04815208007707551,RandomForest,y_weekday
order_fin,0.043808244340394945,RandomForest,y_weekday
order_takeout,0.040043972648327,RandomForest,y_weekday
order_time_18,0.03843281079314898,RandomForest,y_weekday
delta_avg,0.03816887977319369,RandomForest,y_weekday
order_cancel,0.037432916474617106,RandomForest,y_weekday
order_time_16,0.0371032379666963,RandomForest,y_weekday
order_time_15,0.03652964068002706,RandomForest,y_weekday
order_time_13,0.035539945647580416,RandomForest,y_weekday
order_time_12,0.03530398093799364,RandomForest,y_weekday
order_time_21,0.034795757638533285,RandomForest,y_weekday
order_time_20,0.034717750132670845,RandomForest,y_weekday
order_time_19,0.03408602588428333,RandomForest,y_weekday
order_time_17,0.03406037545406949,RandomForest,y_weekday
order_time_14,0.03363600712886698,RandomForest,y_weekday
order_time_11,0.031867646151510234,RandomForest,y_weekday
store_国分寺店,0.0010509154131918778,RandomForest,y_weekday
store_浅草店,0.0010083859071314317,RandomForest,y_weekday
store_浦安店,0.0009602272655795426,RandomForest,y_weekday
store_清瀬店,0.0009177725078915799,RandomForest,y_weekday
store_逗子店,0.0009014393462601711,RandomForest,y_weekday
store_府中店,0.0008857580582857337,RandomForest,y_weekday
store_武蔵村山店,0.0008368251954652531,RandomForest,y_weekday
store_高崎店,0.0008321409575722724,RandomForest,y_weekday
store_恵比寿店,0.0008258112099468817,RandomForest,y_weekday
store_青梅店,0.0007882615690283577,RandomForest,y_weekday
store_磯子店,0.0007877158059911077,RandomForest,y_weekday
store_桐生店,0.0007722465896247515,RandomForest,y_weekday
store_小金井店,0.0007686697065919414,RandomForest,y_weekday
store_羽生店,0.0007474236691223415,RandomForest,y_weekday
store_江東店,0.0007456571534970527,RandomForest,y_weekday
store_熊谷店,0.0007440579633502091,RandomForest,y_weekday
store_自由が丘店,0.0007391483067525717,RandomForest,y_weekday
store_水戸店,0.0007363695972305557,RandomForest,y_weekday
store_鴻巣店,0.0007352555548994651,RandomForest,y_weekday
store_葛飾店,0.0007167052210579954,RandomForest,y_weekday
store_伊勢崎店,0.0007143575821867821,RandomForest,y_weekday
store_大田店,0.0007093173002621283,RandomForest,y_weekday
store_さいたま緑店,0.0007078902524687931,RandomForest,y_weekday
store_武蔵野店,0.0007059283786945257,RandomForest,y_weekday
store_向島店,0.000693606227649202,RandomForest,y_weekday
store_川口店,0.0006924431435200944,RandomForest,y_weekday
store_狛江店,0.000692161374341997,RandomForest,y_weekday
store_那珂店,0.0006776379603039618,RandomForest,y_weekday
store_東中野店,0.0006728203681695549,RandomForest,y_weekday
store_春日部店,0.0006703699313095716,RandomForest,y_weekday
store_渋谷店,0.0006653265066240043,RandomForest,y_weekday
store_浦和店,0.0006610632946120504,RandomForest,y_weekday
store_青葉店,0.0006571840257946909,RandomForest,y_weekday
store_鎌倉店,0.0006499752940605137,RandomForest,y_weekday
store_小田原店,0.000641957165202857,RandomForest,y_weekday
store_旭店,0.0006355847725226916,RandomForest,y_weekday
store_杉並店,0.0006348219255370154,RandomForest,y_weekday
store_東松山店,0.0006194083447351585,RandomForest,y_weekday
store_稲城店,0.0006094625941749372,RandomForest,y_weekday
store_中野店,0.0006087693567501192,RandomForest,y_weekday
store_太田店,0.000608256523474101,RandomForest,y_weekday
store_大井店,0.000606498942693613,RandomForest,y_weekday
store_蒲田店,0.0006060612473404937,RandomForest,y_weekday
store_東尾久店,0.0006057147395853615,RandomForest,y_weekday
store_君津店,0.0006054373098827836,RandomForest,y_weekday
store_高座店,0.0006043014213480763,RandomForest,y_weekday
store_神奈川店,0.0006005744729831702,RandomForest,y_weekday
store_西葛西店,0.0005976647160379085,RandomForest,y_weekday
store_八千代店,0.0005965974557832982,RandomForest,y_weekday
store_さいたま西店,0.0005897098324034047,RandomForest,y_weekday
store_港南店,0.0005856621443207468,RandomForest,y_weekday
store_横須賀店,0.0005841510460534653,RandomForest,y_weekday
store_宇都宮店,0.000581266591147869,RandomForest,y_weekday
store_六本木店,0.0005767227402861789,RandomForest,y_weekday
store_川崎多摩店,0.0005766653362976379,RandomForest,y_weekday
store_駒込店,0.000574139472855771,RandomForest,y_weekday
store_多摩店,0.0005733373119745666,RandomForest,y_weekday
store_流山店,0.0005728949625702272,RandomForest,y_weekday
store_成城店,0.0005722594579096536,RandomForest,y_weekday
store_若葉店,0.0005695566518210093,RandomForest,y_weekday
store_富津店,0.0005695502526763363,RandomForest,y_weekday
store_愛甲店,0.0005689715565072013,RandomForest,y_weekday
store_日野店,0.0005670726936080985,RandomForest,y_weekday
store_栃木店,0.0005642677331943467,RandomForest,y_weekday
store_幸店,0.0005601953690221616,RandomForest,y_weekday
store_小平店,0.0005581199981226504,RandomForest,y_weekday
store_松戸店,0.0005576896607890035,RandomForest,y_weekday
store_泉店,0.0005531864327841993,RandomForest,y_weekday
store_南足柄店,0.0005518971537372414,RandomForest,y_weekday
store_海老名店,0.0005515444580896705,RandomForest,y_weekday
store_立川店,0.0005472662747996545,RandomForest,y_weekday
store_新座店,0.0005457679182898068,RandomForest,y_weekday
store_久喜店,0.0005445550437258813,RandomForest,y_weekday
store_本庄店,0.0005414501563031407,RandomForest,y_weekday
store_調布店,0.0005373926441875132,RandomForest,y_weekday
store_大泉店,0.0005343726002177516,RandomForest,y_weekday
store_福生店,0.0005342326860481966,RandomForest,y_weekday
store_横浜南店,0.0005314111711924582,RandomForest,y_weekday
store_行田店,0.0005282119907753916,RandomForest,y_weekday
store_前橋店,0.0005276923496786332,RandomForest,y_weekday
store_木更津店,0.0005270207788120951,RandomForest,y_weekday
store_板橋店,0.0005253954564302408,RandomForest,y_weekday
store_秦野店,0.0005253526613149894,RandomForest,y_weekday
store_日本橋店,0.0005223459156909085,RandomForest,y_weekday
store_東大和店,0.0005212713822196866,RandomForest,y_weekday
store_青山店,0.0005198355054789846,RandomForest,y_weekday
store_茅ヶ崎店,0.0005177147252490154,RandomForest,y_weekday
store_神田店,0.0005149027835879755,RandomForest,y_weekday
store_大森店,0.0005115147058838685,RandomForest,y_weekday
store_座間店,0.0005114076526275188,RandomForest,y_weekday
store_戸田店,0.000510382049325822,RandomForest,y_weekday
store_狭山店,0.0005102539220516518,RandomForest,y_weekday
store_白井店,0.0005088874656735792,RandomForest,y_weekday
store_富岡店,0.000507969069000279,RandomForest,y_weekday
store_荻窪店,0.000505304435993857,RandomForest,y_weekday
store_坂戸店,0.0005045391697586281,RandomForest,y_weekday
store_都筑店,0.0005021287651015456,RandomForest,y_weekday
store_つくば店,0.0005000563808131822,RandomForest,y_weekday
store_西東京店,0.0004976772894716851,RandomForest,y_weekday
store_成田店,0.0004926816326947784,RandomForest,y_weekday
store_守谷店,0.0004920487761280594,RandomForest,y_weekday
store_五反田店,0.00048357121465369247,RandomForest,y_weekday
store_平塚店,0.00047563587351671656,RandomForest,y_weekday
store_瀬谷店,0.0004755020698504906,RandomForest,y_weekday
store_千葉緑店,0.0004708563532918136,RandomForest,y_weekday
store_荒川店,0.0004666016724266286,RandomForest,y_weekday
store_港北店,0.000465324656639761,RandomForest,y_weekday
store_鶴見店,0.0004648568079439896,RandomForest,y_weekday
store_習志野店,0.0004640954128580458,RandomForest,y_weekday
store_上尾店,0.0004604611855117665,RandomForest,y_weekday
store_代々木店,0.0004577065827081173,RandomForest,y_weekday
store_川崎店,0.00045627498826236837,RandomForest,y_weekday
store_新宿店,0.00045602393183805654,RandomForest,y_weekday
store_大久保店,0.00045418207651160475,RandomForest,y_weekday
store_足柄上店,0.0004533022272742037,RandomForest,y_weekday
store_相模原店,0.0004529048261536113,RandomForest,y_weekday
store_北千住店,0.00044791039177427344,RandomForest,y_weekday
store_高島平店,0.00044335313186729297,RandomForest,y_weekday
store_国立店,0.00044041299411629124,RandomForest,y_weekday
store_大宮店,0.00043822078998765663,RandomForest,y_weekday
store_市川店,0.0004373229999660543,RandomForest,y_weekday
store_大塚店,0.00043391276043596734,RandomForest,y_weekday
store_保土ケ谷店,0.00043078077346746875,RandomForest,y_weekday
store_銀座店,0.00043030020292658916,RandomForest,y_weekday
store_高津店,0.0004298199639406811,RandomForest,y_weekday
store_高円寺店,0.00042485472438303674,RandomForest,y_weekday
store_町田店,0.0004207509094733153,RandomForest,y_weekday
store_佐野店,0.00041753081432617376,RandomForest,y_weekday
store_金沢店,0.00041240735834431006,RandomForest,y_weekday
store_八王子店,0.0004117793384533324,RandomForest,y_weekday
store_我孫子店,0.0004105711288443575,RandomForest,y_weekday
store_世田谷店,0.000402060133294512,RandomForest,y_weekday
store_入間店,0.0004010379937370572,RandomForest,y_weekday
store_船橋店,0.000400513326841916,RandomForest,y_weekday
store_東村山店,0.0003999101586255693,RandomForest,y_weekday
store_大和店,0.0003983243351937378,RandomForest,y_weekday
store_志木店,0.0003977350786611502,RandomForest,y_weekday
store_小山店,0.0003973574934156186,RandomForest,y_weekday
store_取手店,0.00039502436662524243,RandomForest,y_weekday
store_川越店,0.00039301370404880835,RandomForest,y_weekday
store_横浜緑店,0.0003921276829147012,RandomForest,y_weekday
store_富里店,0.00039185593129924354,RandomForest,y_weekday
store_本郷店,0.00038807301157548174,RandomForest,y_weekday
store_上野店,0.000384316825415441,RandomForest,y_weekday
store_羽村店,0.0003831026120885069,RandomForest,y_weekday
store_栄店,0.0003814791542832383,RandomForest,y_weekday
store_石神井店,0.00037669610219025174,RandomForest,y_weekday
store_西多摩店,0.00037579915652266984,RandomForest,y_weekday
store_千葉中央店,0.0003753347356432419,RandomForest,y_weekday
store_あきる野店,0.00037441837348501706,RandomForest,y_weekday
store_柏店,0.00037204909190530563,RandomForest,y_weekday
store_目黒店,0.0003714546726562827,RandomForest,y_weekday
store_南砂店,0.0003703527522162963,RandomForest,y_weekday
store_三鷹店,0.00036794771166570974,RandomForest,y_weekday
store_日立店,0.0003673957634859476,RandomForest,y_weekday
store_赤坂店,0.0003667994161073685,RandomForest,y_weekday
store_佐倉店,0.0003657166116768754,RandomForest,y_weekday
store_練馬店,0.00036418981692102573,RandomForest,y_weekday
store_谷中店,0.000364126665121452,RandomForest,y_weekday
store_伊勢原店,0.0003613065492537018,RandomForest,y_weekday
store_東久留米店,0.0003599862371513989,RandomForest,y_weekday
store_池尻店,0.0003594384280327375,RandomForest,y_weekday
store_墨田店,0.0003558269225818275,RandomForest,y_weekday
store_藤沢店,0.00035521496305140356,RandomForest,y_weekday
store_館林店,0.0003530860069369671,RandomForest,y_weekday
store_越谷店,0.00034568888545077143,RandomForest,y_weekday
store_茂原店,0.00034563150534707647,RandomForest,y_weekday
store_四街道店,0.0003456028481762565,RandomForest,y_weekday
store_九段店,0.00033774816575388655,RandomForest,y_weekday
store_高田馬場店,0.00033489176087805,RandomForest,y_weekday
store_所沢店,0.00033482510981033256,RandomForest,y_weekday
store_和光店,0.0003312610652540679,RandomForest,y_weekday
store_巣鴨店,0.0003226074165168661,RandomForest,y_weekday
store_戸塚店,0.0003225852461125567,RandomForest,y_weekday
store_江戸川店,0.000321894426134066,RandomForest,y_weekday
store_池袋店,0.0003204552736112217,RandomForest,y_weekday
store_足利店,0.0003101148329432919,RandomForest,y_weekday
store_厚木店,0.00030363890289530774,RandomForest,y_weekday
store_さいたま南店,0.00030012968729963674,RandomForest,y_weekday
store_三浦店,0.0002945333048976447,RandomForest,y_weekday
store_王子店,0.0002895409589796633,RandomForest,y_weekday
store_市原店,0.0002857416041740818,RandomForest,y_weekday
store_亀有店,0.000281577249125884,RandomForest,y_weekday
store_綾瀬店,0.0002740850862257683,RandomForest,y_weekday
store_駒沢店,0.00026386378090842997,RandomForest,y_weekday
store_中店,0.00026234544382891425,RandomForest,y_weekday
store_昭島店,0.000261538599615971,RandomForest,y_weekday
store_赤羽店,0.0002272015311060338,RandomForest,y_weekday
store_品川店,0.00021160647851219502,RandomForest,y_weekday
store_草加店,0.00020661032933940213,RandomForest,y_weekday
store_八潮店,0.00019896541709802967,RandomForest,y_weekday
store_中原店,0.0001967716153008343,RandomForest,y_weekday
store_足立店,0.00018086024146790717,RandomForest,y_weekday
store_宮前店,0.00015104671190510768,RandomForest,y_weekday
order_weekday,0.4449881720699443,GradientBoosting,y_weekday
order_weekend,0.3865852722791825,GradientBoosting,y_weekday
order,0.03871363547439417,GradientBoosting,y_weekday
order_time_15,0.017217207122952594,GradientBoosting,y_weekday
delta_avg,0.01692352670099243,GradientBoosting,y_weekday
order_time_21,0.011643755701653189,GradientBoosting,y_weekday
order_fin,0.010458508679291934,GradientBoosting,y_weekday
order_time_16,0.008425519103518764,GradientBoosting,y_weekday
order_time_18,0.007604921816521222,GradientBoosting,y_weekday
order_time_13,0.007471651732775095,GradientBoosting,y_weekday
order_cancel,0.007387985085303504,GradientBoosting,y_weekday
order_time_20,0.006189186053813505,GradientBoosting,y_weekday
order_time_12,0.006031160458618988,GradientBoosting,y_weekday
order_time_19,0.004266295640795547,GradientBoosting,y_weekday
order_time_11,0.0039030208622173376,GradientBoosting,y_weekday
order_takeout,0.00363341840676326,GradientBoosting,y_weekday
order_delivery,0.003218367808899583,GradientBoosting,y_weekday
order_time_17,0.0017402260679993877,GradientBoosting,y_weekday
order_time_14,0.001271813403858117,GradientBoosting,y_weekday
store_府中店,0.000976682151480437,GradientBoosting,y_weekday
store_大井店,0.0008827748502503838,GradientBoosting,y_weekday
store_高円寺店,0.0008620896857425399,GradientBoosting,y_weekday
store_東中野店,0.0008478916620119778,GradientBoosting,y_weekday
store_旭店,0.0007340225693433294,GradientBoosting,y_weekday
store_板橋店,0.0006754151048832815,GradientBoosting,y_weekday
store_白井店,0.0006667174597443467,GradientBoosting,y_weekday
store_南砂店,0.0005171218975077047,GradientBoosting,y_weekday
store_目黒店,0.0005140134756689264,GradientBoosting,y_weekday
store_東尾久店,0.0004857666043040584,GradientBoosting,y_weekday
store_東大和店,0.00045625486484061385,GradientBoosting,y_weekday
store_北千住店,0.0004561824371429387,GradientBoosting,y_weekday
store_行田店,0.0004453491283504356,GradientBoosting,y_weekday
store_高津店,0.0004059895272147621,GradientBoosting,y_weekday
store_坂戸店,0.00040252018463235537,GradientBoosting,y_weekday
store_入間店,0.00036933278459669945,GradientBoosting,y_weekday
store_東村山店,0.00035747724474678944,GradientBoosting,y_weekday
store_さいたま緑店,0.0003241937688510611,GradientBoosting,y_weekday
store_武蔵野店,0.00031752277969294377,GradientBoosting,y_weekday
store_恵比寿店,0.00029581522402280454,GradientBoosting,y_weekday
store_宇都宮店,0.00028463307742026536,GradientBoosting,y_weekday
store_伊勢崎店,0.000244564921607932,GradientBoosting,y_weekday
store_日本橋店,0.00019869691963077257,GradientBoosting,y_weekday
store_駒込店,0.00019587204589518184,GradientBoosting,y_weekday
store_八潮店,0.00014135473656774107,GradientBoosting,y_weekday
store_松戸店,0.00013897963316217258,GradientBoosting,y_weekday
store_多摩店,0.00012169592447393899,GradientBoosting,y_weekday
store_習志野店,7.42486671819453e-06,GradientBoosting,y_weekday
store_水戸店,0.0,GradientBoosting,y_weekday
store_江戸川店,0.0,GradientBoosting,y_weekday
store_王子店,0.0,GradientBoosting,y_weekday
store_町田店,0.0,GradientBoosting,y_weekday
store_三浦店,0.0,GradientBoosting,y_weekday
store_つくば店,0.0,GradientBoosting,y_weekday
store_相模原店,0.0,GradientBoosting,y_weekday
store_石神井店,0.0,GradientBoosting,y_weekday
store_磯子店,0.0,GradientBoosting,y_weekday
store_神奈川店,0.0,GradientBoosting,y_weekday
store_神田店,0.0,GradientBoosting,y_weekday
store_福生店,0.0,GradientBoosting,y_weekday
store_秦野店,0.0,GradientBoosting,y_weekday
store_稲城店,0.0,GradientBoosting,y_weekday
store_立川店,0.0,GradientBoosting,y_weekday
store_綾瀬店,0.0,GradientBoosting,y_weekday
store_練馬店,0.0,GradientBoosting,y_weekday
store_羽村店,0.0,GradientBoosting,y_weekday
store_羽生店,0.0,GradientBoosting,y_weekday
store_狭山店,0.0,GradientBoosting,y_weekday
store_狛江店,0.0,GradientBoosting,y_weekday
store_熊谷店,0.0,GradientBoosting,y_weekday
store_浅草店,0.0,GradientBoosting,y_weekday
store_江東店,0.0,GradientBoosting,y_weekday
store_三鷹店,0.0,GradientBoosting,y_weekday
store_池尻店,0.0,GradientBoosting,y_weekday
store_武蔵村山店,0.0,GradientBoosting,y_weekday
store_池袋店,0.0,GradientBoosting,y_weekday
store_泉店,0.0,GradientBoosting,y_weekday
store_流山店,0.0,GradientBoosting,y_weekday
store_浦和店,0.0,GradientBoosting,y_weekday
store_瀬谷店,0.0,GradientBoosting,y_weekday
store_浦安店,0.0,GradientBoosting,y_weekday
store_海老名店,0.0,GradientBoosting,y_weekday
store_清瀬店,0.0,GradientBoosting,y_weekday
store_渋谷店,0.0,GradientBoosting,y_weekday
store_港北店,0.0,GradientBoosting,y_weekday
store_港南店,0.0,GradientBoosting,y_weekday
store_自由が丘店,0.0,GradientBoosting,y_weekday
store_保土ケ谷店,0.0,GradientBoosting,y_weekday
store_若葉店,0.0,GradientBoosting,y_weekday
store_船橋店,0.0,GradientBoosting,y_weekday
store_足立店,0.0,GradientBoosting,y_weekday
store_那珂店,0.0,GradientBoosting,y_weekday
store_都筑店,0.0,GradientBoosting,y_weekday
store_金沢店,0.0,GradientBoosting,y_weekday
store_銀座店,0.0,GradientBoosting,y_weekday
store_鎌倉店,0.0,GradientBoosting,y_weekday
store_青山店,0.0,GradientBoosting,y_weekday
store_青梅店,0.0,GradientBoosting,y_weekday
store_青葉店,0.0,GradientBoosting,y_weekday
store_館林店,0.0,GradientBoosting,y_weekday
store_駒沢店,0.0,GradientBoosting,y_weekday
store_さいたま南店,0.0,GradientBoosting,y_weekday
store_高島平店,0.0,GradientBoosting,y_weekday
store_高崎店,0.0,GradientBoosting,y_weekday
store_高座店,0.0,GradientBoosting,y_weekday
store_あきる野店,0.0,GradientBoosting,y_weekday
store_高田馬場店,0.0,GradientBoosting,y_weekday
store_鴻巣店,0.0,GradientBoosting,y_weekday
store_逗子店,0.0,GradientBoosting,y_weekday
store_足柄上店,0.0,GradientBoosting,y_weekday
store_横浜緑店,0.0,GradientBoosting,y_weekday
store_足利店,0.0,GradientBoosting,y_weekday
store_茂原店,0.0,GradientBoosting,y_weekday
store_茅ヶ崎店,0.0,GradientBoosting,y_weekday
store_草加店,0.0,GradientBoosting,y_weekday
store_荒川店,0.0,GradientBoosting,y_weekday
store_荻窪店,0.0,GradientBoosting,y_weekday
store_葛飾店,0.0,GradientBoosting,y_weekday
store_蒲田店,0.0,GradientBoosting,y_weekday
store_藤沢店,0.0,GradientBoosting,y_weekday
store_さいたま西店,0.0,GradientBoosting,y_weekday
store_西多摩店,0.0,GradientBoosting,y_weekday
store_西東京店,0.0,GradientBoosting,y_weekday
store_西葛西店,0.0,GradientBoosting,y_weekday
store_調布店,0.0,GradientBoosting,y_weekday
store_谷中店,0.0,GradientBoosting,y_weekday
