cols,importance,model_name,model_target
store_東尾久店,0.0,tree,y_weekday
store_荻窪店,0.0,tree,y_weekday
store_葛飾店,0.0,tree,y_weekday
store_蒲田店,0.0,tree,y_weekday
store_藤沢店,0.0,tree,y_weekday
store_行田店,0.0,tree,y_weekday
store_西多摩店,0.0,tree,y_weekday
store_西東京店,0.0,tree,y_weekday
store_西葛西店,0.0,tree,y_weekday
store_調布店,0.0,tree,y_weekday
store_谷中店,0.0,tree,y_weekday
store_東村山店,0.0,tree,y_weekday
store_日本橋店,0.0,tree,y_weekday
store_東大和店,0.0,tree,y_weekday
store_向島店,0.0,tree,y_weekday
store_八王子店,0.0,tree,y_weekday
store_六本木店,0.0,tree,y_weekday
store_前橋店,0.0,tree,y_weekday
store_北千住店,0.0,tree,y_weekday
store_千葉中央店,0.0,tree,y_weekday
store_千葉緑店,0.0,tree,y_weekday
store_南砂店,0.0,tree,y_weekday
store_南足柄店,0.0,tree,y_weekday
store_厚木店,0.0,tree,y_weekday
store_君津店,0.0,tree,y_weekday
store_大宮店,0.0,tree,y_weekday
store_和光店,0.0,tree,y_weekday
store_品川店,0.0,tree,y_weekday
store_四街道店,0.0,tree,y_weekday
store_国分寺店,0.0,tree,y_weekday
store_坂戸店,0.0,tree,y_weekday
store_墨田店,0.0,tree,y_weekday
store_多摩店,0.0,tree,y_weekday
store_大久保店,0.0,tree,y_weekday
store_大井店,0.0,tree,y_weekday
store_八潮店,0.0,tree,y_weekday
store_八千代店,0.0,tree,y_weekday
store_入間店,0.0,tree,y_weekday
store_保土ケ谷店,0.0,tree,y_weekday
store_あきる野店,0.0,tree,y_weekday
store_さいたま緑店,0.0,tree,y_weekday
store_さいたま西店,0.0,tree,y_weekday
store_つくば店,0.0,tree,y_weekday
store_三浦店,0.0,tree,y_weekday
store_三鷹店,0.0,tree,y_weekday
store_上尾店,0.0,tree,y_weekday
store_上野店,0.0,tree,y_weekday
store_世田谷店,0.0,tree,y_weekday
store_中原店,0.0,tree,y_weekday
store_中店,0.0,tree,y_weekday
store_中野店,0.0,tree,y_weekday
store_久喜店,0.0,tree,y_weekday
store_九段店,0.0,tree,y_weekday
store_亀有店,0.0,tree,y_weekday
store_五反田店,0.0,tree,y_weekday
store_代々木店,0.0,tree,y_weekday
store_伊勢原店,0.0,tree,y_weekday
store_佐倉店,0.0,tree,y_weekday
store_大塚店,0.0,tree,y_weekday
store_大泉店,0.0,tree,y_weekday
store_東久留米店,0.0,tree,y_weekday
store_新座店,0.0,tree,y_weekday
store_恵比寿店,0.0,tree,y_weekday
store_愛甲店,0.0,tree,y_weekday
store_成城店,0.0,tree,y_weekday
store_成田店,0.0,tree,y_weekday
store_我孫子店,0.0,tree,y_weekday
store_戸塚店,0.0,tree,y_weekday
store_戸田店,0.0,tree,y_weekday
store_所沢店,0.0,tree,y_weekday
store_新宿店,0.0,tree,y_weekday
store_日立店,0.0,tree,y_weekday
store_大田店,0.0,tree,y_weekday
store_日野店,0.0,tree,y_weekday
store_旭店,0.0,tree,y_weekday
store_春日部店,0.0,tree,y_weekday
store_昭島店,0.0,tree,y_weekday
store_木更津店,0.0,tree,y_weekday
store_本庄店,0.0,tree,y_weekday
store_本郷店,0.0,tree,y_weekday
store_杉並店,0.0,tree,y_weekday
store_東中野店,0.0,tree,y_weekday
store_志木店,0.0,tree,y_weekday
store_座間店,0.0,tree,y_weekday
store_府中店,0.0,tree,y_weekday
store_幸店,0.0,tree,y_weekday
store_太田店,0.0,tree,y_weekday
store_宇都宮店,0.0,tree,y_weekday
store_守谷店,0.0,tree,y_weekday
store_宮前店,0.0,tree,y_weekday
store_富岡店,0.0,tree,y_weekday
store_富津店,0.0,tree,y_weekday
store_富里店,0.0,tree,y_weekday
store_小山店,0.0,tree,y_weekday
store_小平店,0.0,tree,y_weekday
store_小田原店,0.0,tree,y_weekday
store_小金井店,0.0,tree,y_weekday
store_川口店,0.0,tree,y_weekday
store_川崎多摩店,0.0,tree,y_weekday
store_川崎店,0.0,tree,y_weekday
store_川越店,0.0,tree,y_weekday
store_巣鴨店,0.0,tree,y_weekday
store_市原店,0.0,tree,y_weekday
store_市川店,0.0,tree,y_weekday
store_平塚店,0.0,tree,y_weekday
store_鶴見店,0.0,tree,y_weekday
order_weekend,0.17951082713447064,RandomForest,y_weekday
order_weekday,0.09918069019056724,RandomForest,y_weekday
order,0.0509350750648902,RandomForest,y_weekday
order_delivery,0.04652861041456373,RandomForest,y_weekday
order_fin,0.04330976344201227,RandomForest,y_weekday
order_takeout,0.038748846106737865,RandomForest,y_weekday
delta_avg,0.03719778224762047,RandomForest,y_weekday
order_cancel,0.03694622237572213,RandomForest,y_weekday
order_time_16,0.035505463124086055,RandomForest,y_weekday
order_time_19,0.03539400791219298,RandomForest,y_weekday
order_time_15,0.03531430587505375,RandomForest,y_weekday
order_time_12,0.035107928611303046,RandomForest,y_weekday
order_time_14,0.03506958859022993,RandomForest,y_weekday
order_time_17,0.0349041226977401,RandomForest,y_weekday
order_time_21,0.0340134879423588,RandomForest,y_weekday
order_time_13,0.033883483610436915,RandomForest,y_weekday
order_time_11,0.03387593910026399,RandomForest,y_weekday
order_time_20,0.0322803315301842,RandomForest,y_weekday
order_time_18,0.031397780013392974,RandomForest,y_weekday
store_八潮店,0.0009821861939746587,RandomForest,y_weekday
store_四街道店,0.0008332192267221091,RandomForest,y_weekday
store_成城店,0.0008143964930197927,RandomForest,y_weekday
store_戸塚店,0.0008078189815136609,RandomForest,y_weekday
store_金沢店,0.0008021723955639753,RandomForest,y_weekday
store_栃木店,0.0007914260205035428,RandomForest,y_weekday
store_八千代店,0.0007135842510780263,RandomForest,y_weekday
store_日野店,0.0007063510645860853,RandomForest,y_weekday
store_行田店,0.0006979673039197086,RandomForest,y_weekday
store_羽生店,0.0006798380454131213,RandomForest,y_weekday
store_つくば店,0.0006783560043852097,RandomForest,y_weekday
store_上尾店,0.0006777736603572744,RandomForest,y_weekday
store_浦安店,0.0006764195393222627,RandomForest,y_weekday
store_越谷店,0.0006725471236000103,RandomForest,y_weekday
store_熊谷店,0.0006607125182479459,RandomForest,y_weekday
store_東中野店,0.0006562282620245048,RandomForest,y_weekday
store_昭島店,0.0006544699012555409,RandomForest,y_weekday
store_木更津店,0.0006516114862788076,RandomForest,y_weekday
store_武蔵野店,0.0006485930424873136,RandomForest,y_weekday
store_東村山店,0.0006471054067128457,RandomForest,y_weekday
store_自由が丘店,0.0006444223376850191,RandomForest,y_weekday
store_我孫子店,0.0006413705593033074,RandomForest,y_weekday
store_戸田店,0.0006368990823346265,RandomForest,y_weekday
store_春日部店,0.0006356250470719041,RandomForest,y_weekday
store_青山店,0.0006208784823337097,RandomForest,y_weekday
store_幸店,0.0006206816968638092,RandomForest,y_weekday
store_市川店,0.0006176049170226643,RandomForest,y_weekday
store_王子店,0.000614072364017299,RandomForest,y_weekday
store_神田店,0.000612969674429145,RandomForest,y_weekday
store_板橋店,0.0006074887696800764,RandomForest,y_weekday
store_立川店,0.00060629326386198,RandomForest,y_weekday
store_高島平店,0.0006059861710022541,RandomForest,y_weekday
store_茂原店,0.0006006749691785501,RandomForest,y_weekday
store_旭店,0.0005988021489360242,RandomForest,y_weekday
store_港南店,0.0005956712798154166,RandomForest,y_weekday
store_福生店,0.0005891289701441871,RandomForest,y_weekday
store_府中店,0.0005835502617447523,RandomForest,y_weekday
store_太田店,0.0005835051632823723,RandomForest,y_weekday
store_石神井店,0.0005824026041920728,RandomForest,y_weekday
store_横浜緑店,0.0005764829447941864,RandomForest,y_weekday
store_小平店,0.0005732489365412413,RandomForest,y_weekday
store_青梅店,0.0005728345160403025,RandomForest,y_weekday
store_目黒店,0.0005719296863142373,RandomForest,y_weekday
store_さいたま緑店,0.0005707342229828265,RandomForest,y_weekday
store_東尾久店,0.0005687993428455494,RandomForest,y_weekday
store_厚木店,0.0005663536650966257,RandomForest,y_weekday
store_那珂店,0.0005639446344688639,RandomForest,y_weekday
store_西東京店,0.0005563787504501804,RandomForest,y_weekday
store_亀有店,0.0005545270788286283,RandomForest,y_weekday
store_駒込店,0.000553113697369744,RandomForest,y_weekday
store_大泉店,0.0005526943867000242,RandomForest,y_weekday
store_逗子店,0.0005453256942133285,RandomForest,y_weekday
store_高津店,0.0005431837120191908,RandomForest,y_weekday
store_新宿店,0.0005414034903196215,RandomForest,y_weekday
store_水戸店,0.0005378186558223527,RandomForest,y_weekday
store_高座店,0.0005373733108881382,RandomForest,y_weekday
store_あきる野店,0.0005369465508012027,RandomForest,y_weekday
store_武蔵村山店,0.0005355993473705479,RandomForest,y_weekday
store_銀座店,0.0005326406124060767,RandomForest,y_weekday
store_青葉店,0.000532461253146632,RandomForest,y_weekday
store_北千住店,0.0005312267653075234,RandomForest,y_weekday
store_伊勢原店,0.0005268755411874718,RandomForest,y_weekday
store_六本木店,0.000525835454096238,RandomForest,y_weekday
store_横須賀店,0.0005243811817987977,RandomForest,y_weekday
store_取手店,0.000524238844437411,RandomForest,y_weekday
store_磯子店,0.0005228692334495512,RandomForest,y_weekday
store_秦野店,0.0005210584363003084,RandomForest,y_weekday
store_新座店,0.00052034725848278,RandomForest,y_weekday
store_荒川店,0.0005169622204426958,RandomForest,y_weekday
store_五反田店,0.0005150399967623676,RandomForest,y_weekday
store_杉並店,0.0005129704653388278,RandomForest,y_weekday
store_習志野店,0.0005112022318114606,RandomForest,y_weekday
store_坂戸店,0.0005076014794699894,RandomForest,y_weekday
store_愛甲店,0.0005074955350279914,RandomForest,y_weekday
store_松戸店,0.0005062330140407906,RandomForest,y_weekday
store_港北店,0.0005062151238131745,RandomForest,y_weekday
store_座間店,0.000504537959788844,RandomForest,y_weekday
store_都筑店,0.0005008427439885842,RandomForest,y_weekday
store_船橋店,0.0005007870435568655,RandomForest,y_weekday
store_浦和店,0.0004951196344806224,RandomForest,y_weekday
store_墨田店,0.0004947848626799509,RandomForest,y_weekday
store_鶴見店,0.0004928007357520787,RandomForest,y_weekday
store_大久保店,0.0004899563610018476,RandomForest,y_weekday
store_向島店,0.0004894505065757317,RandomForest,y_weekday
store_川崎多摩店,0.000487793254614437,RandomForest,y_weekday
store_小田原店,0.0004862377624503538,RandomForest,y_weekday
store_佐倉店,0.0004849447085181284,RandomForest,y_weekday
store_神奈川店,0.000484316320449568,RandomForest,y_weekday
store_日本橋店,0.0004836534550671611,RandomForest,y_weekday
store_調布店,0.0004830002446627274,RandomForest,y_weekday
store_谷中店,0.00048200271180046166,RandomForest,y_weekday
store_富津店,0.0004758170968636692,RandomForest,y_weekday
store_泉店,0.000475136191062355,RandomForest,y_weekday
store_江東店,0.00047408238852385536,RandomForest,y_weekday
store_赤坂店,0.0004732482238138121,RandomForest,y_weekday
store_鴻巣店,0.00047271285529399396,RandomForest,y_weekday
store_駒沢店,0.00047243476117631516,RandomForest,y_weekday
store_世田谷店,0.0004685383302414206,RandomForest,y_weekday
store_守谷店,0.0004660353198140075,RandomForest,y_weekday
store_白井店,0.00046280050493799536,RandomForest,y_weekday
store_前橋店,0.00046218822215234365,RandomForest,y_weekday
store_東大和店,0.00046004296788245157,RandomForest,y_weekday
store_さいたま西店,0.0004576037753445693,RandomForest,y_weekday
store_高崎店,0.0004545873269228423,RandomForest,y_weekday
store_大井店,0.0004513859598342721,RandomForest,y_weekday
store_葛飾店,0.0004488088576935172,RandomForest,y_weekday
store_宇都宮店,0.00044671689169542783,RandomForest,y_weekday
store_柏店,0.00044320696994196683,RandomForest,y_weekday
store_小金井店,0.00043898992188687015,RandomForest,y_weekday
store_栄店,0.00043751648641956683,RandomForest,y_weekday
store_瀬谷店,0.00043428697087759244,RandomForest,y_weekday
store_多摩店,0.0004341890784720369,RandomForest,y_weekday
store_南足柄店,0.0004324190389941429,RandomForest,y_weekday
store_大和店,0.0004283853850780229,RandomForest,y_weekday
store_横浜南店,0.0004272258012315067,RandomForest,y_weekday
store_千葉緑店,0.0004257430939943437,RandomForest,y_weekday
store_恵比寿店,0.00042217944883041436,RandomForest,y_weekday
store_富岡店,0.0004195452225363798,RandomForest,y_weekday
store_足柄上店,0.00041705791336953476,RandomForest,y_weekday
store_館林店,0.00041326692703926504,RandomForest,y_weekday
store_平塚店,0.0004120064847274118,RandomForest,y_weekday
store_所沢店,0.00041159016939211674,RandomForest,y_weekday
store_大塚店,0.0004108287792990639,RandomForest,y_weekday
store_草加店,0.00040860453575426107,RandomForest,y_weekday
store_足立店,0.00040470193358681434,RandomForest,y_weekday
store_国分寺店,0.0004038188495053714,RandomForest,y_weekday
store_本庄店,0.00040039198702212543,RandomForest,y_weekday
store_伊勢崎店,0.00039892643253367193,RandomForest,y_weekday
store_町田店,0.0003984109720537043,RandomForest,y_weekday
store_君津店,0.00039752702946126394,RandomForest,y_weekday
store_高田馬場店,0.00039605239192659554,RandomForest,y_weekday
store_荻窪店,0.0003955512090302829,RandomForest,y_weekday
store_高円寺店,0.00039544071867675076,RandomForest,y_weekday
store_大田店,0.0003930327645991572,RandomForest,y_weekday
store_保土ケ谷店,0.000392117699052477,RandomForest,y_weekday
store_国立店,0.00038840895321219773,RandomForest,y_weekday
store_三浦店,0.00038362281231906983,RandomForest,y_weekday
store_三鷹店,0.00038345788278534415,RandomForest,y_weekday
store_川越店,0.0003831915475766151,RandomForest,y_weekday
store_東松山店,0.00038272111711446676,RandomForest,y_weekday
store_江戸川店,0.0003801076481215003,RandomForest,y_weekday
store_池尻店,0.0003773005843026758,RandomForest,y_weekday
store_海老名店,0.0003771876047698891,RandomForest,y_weekday
store_中原店,0.0003760267632813354,RandomForest,y_weekday
store_東久留米店,0.0003736361646394987,RandomForest,y_weekday
store_日立店,0.00037220007716769025,RandomForest,y_weekday
store_渋谷店,0.00037218523379707364,RandomForest,y_weekday
store_狛江店,0.00036545160938607327,RandomForest,y_weekday
store_狭山店,0.00035844927590171597,RandomForest,y_weekday
store_相模原店,0.00035817210473869783,RandomForest,y_weekday
store_茅ヶ崎店,0.00035377535182242955,RandomForest,y_weekday
store_品川店,0.00035020884475998144,RandomForest,y_weekday
store_大宮店,0.000349493818098411,RandomForest,y_weekday
store_蒲田店,0.0003490112331863157,RandomForest,y_weekday
store_流山店,0.00034514533771366415,RandomForest,y_weekday
store_市原店,0.00034327251233371835,RandomForest,y_weekday
store_小山店,0.000341682099179998,RandomForest,y_weekday
store_西多摩店,0.00034148192653684614,RandomForest,y_weekday
store_中店,0.0003382532974924851,RandomForest,y_weekday
store_志木店,0.00033770713290704905,RandomForest,y_weekday
store_佐野店,0.00033684674349222045,RandomForest,y_weekday
store_入間店,0.0003348385017720461,RandomForest,y_weekday
store_千葉中央店,0.0003345488856403424,RandomForest,y_weekday
store_清瀬店,0.0003319244470375992,RandomForest,y_weekday
store_九段店,0.0003280400888573859,RandomForest,y_weekday
store_和光店,0.0003266219524716363,RandomForest,y_weekday
store_巣鴨店,0.0003211722013566473,RandomForest,y_weekday
store_中野店,0.00031819892953108216,RandomForest,y_weekday
store_久喜店,0.00031744089634975863,RandomForest,y_weekday
store_浅草店,0.0003167215044087995,RandomForest,y_weekday
store_桐生店,0.000311881233591088,RandomForest,y_weekday
store_藤沢店,0.00030691321089074244,RandomForest,y_weekday
store_赤羽店,0.0003062989426838484,RandomForest,y_weekday
store_大森店,0.00030509937566931464,RandomForest,y_weekday
store_代々木店,0.0002986864386806808,RandomForest,y_weekday
store_南砂店,0.00029798311371675876,RandomForest,y_weekday
store_本郷店,0.0002959515807681222,RandomForest,y_weekday
store_川崎店,0.0002938164538774173,RandomForest,y_weekday
store_富里店,0.00029226922497881103,RandomForest,y_weekday
store_成田店,0.0002859600233713751,RandomForest,y_weekday
store_鎌倉店,0.0002820284749714802,RandomForest,y_weekday
store_池袋店,0.0002725555076234715,RandomForest,y_weekday
store_川口店,0.00027062424681252123,RandomForest,y_weekday
store_八王子店,0.000265658605295073,RandomForest,y_weekday
store_若葉店,0.00025945737661888044,RandomForest,y_weekday
store_稲城店,0.00024934372971117345,RandomForest,y_weekday
store_上野店,0.00024691996785662624,RandomForest,y_weekday
store_さいたま南店,0.00023220259059175178,RandomForest,y_weekday
store_足利店,0.00022432376827427654,RandomForest,y_weekday
store_宮前店,0.000221206757313301,RandomForest,y_weekday
store_羽村店,0.0002131988602775459,RandomForest,y_weekday
store_西葛西店,0.00019184164604304504,RandomForest,y_weekday
store_練馬店,0.0001577225248686451,RandomForest,y_weekday
store_綾瀬店,0.00013476112863925344,RandomForest,y_weekday
order_weekend,0.465349256598453,GradientBoosting,y_weekday
order_weekday,0.40129487332631314,GradientBoosting,y_weekday
delta_avg,0.015113093312079887,GradientBoosting,y_weekday
order,0.013643236847213558,GradientBoosting,y_weekday
order_time_15,0.009010093324705759,GradientBoosting,y_weekday
order_delivery,0.008966007151043322,GradientBoosting,y_weekday
order_time_21,0.008774355406480782,GradientBoosting,y_weekday
order_takeout,0.008126376727144904,GradientBoosting,y_weekday
order_fin,0.00777236427440382,GradientBoosting,y_weekday
order_time_12,0.007752033152525359,GradientBoosting,y_weekday
order_time_16,0.007274705682135257,GradientBoosting,y_weekday
order_time_20,0.006390742962807326,GradientBoosting,y_weekday
order_time_13,0.005684571462801033,GradientBoosting,y_weekday
order_time_11,0.004784250086219495,GradientBoosting,y_weekday
order_time_19,0.004713964710536132,GradientBoosting,y_weekday
order_time_17,0.004330692968008143,GradientBoosting,y_weekday
order_cancel,0.004269559834989406,GradientBoosting,y_weekday
order_time_14,0.0033221156643546547,GradientBoosting,y_weekday
order_time_18,0.0026952421810648866,GradientBoosting,y_weekday
store_太田店,0.0008369600756705296,GradientBoosting,y_weekday
store_大久保店,0.0007867518548404893,GradientBoosting,y_weekday
store_武蔵野店,0.0006899346862421084,GradientBoosting,y_weekday
store_久喜店,0.0006561606519954208,GradientBoosting,y_weekday
store_栃木店,0.0005574235341717691,GradientBoosting,y_weekday
store_四街道店,0.0005241072931299218,GradientBoosting,y_weekday
store_福生店,0.000505756872910858,GradientBoosting,y_weekday
store_入間店,0.000500128401528581,GradientBoosting,y_weekday
store_東中野店,0.0004586656462066398,GradientBoosting,y_weekday
store_北千住店,0.0004372577367578704,GradientBoosting,y_weekday
store_守谷店,0.0003952963386647165,GradientBoosting,y_weekday
store_葛飾店,0.0003773730005691586,GradientBoosting,y_weekday
store_練馬店,0.0003726892265855785,GradientBoosting,y_weekday
store_浦和店,0.00035876850170094807,GradientBoosting,y_weekday
store_千葉緑店,0.00034842789571677696,GradientBoosting,y_weekday
store_あきる野店,0.0003470558931074789,GradientBoosting,y_weekday
store_神田店,0.00034158811327960074,GradientBoosting,y_weekday
store_青梅店,0.00033103961090565266,GradientBoosting,y_weekday
store_八潮店,0.0003212281505596774,GradientBoosting,y_weekday
store_船橋店,0.00028242239157880123,GradientBoosting,y_weekday
store_川口店,0.0002766900860658678,GradientBoosting,y_weekday
store_小平店,0.000186470165588495,GradientBoosting,y_weekday
store_町田店,0.00017557502035105653,GradientBoosting,y_weekday
store_高座店,0.00015091823435888995,GradientBoosting,y_weekday
store_那珂店,0.00013310048340553206,GradientBoosting,y_weekday
store_渋谷店,0.00013260054181652022,GradientBoosting,y_weekday
store_国分寺店,0.00012179126225145418,GradientBoosting,y_weekday
store_亀有店,0.00011400226064416394,GradientBoosting,y_weekday
store_西葛西店,1.228039611559213e-05,GradientBoosting,y_weekday
store_狭山店,0.0,GradientBoosting,y_weekday
store_港南店,0.0,GradientBoosting,y_weekday
store_瀬谷店,0.0,GradientBoosting,y_weekday
store_熊谷店,0.0,GradientBoosting,y_weekday
store_狛江店,0.0,GradientBoosting,y_weekday
store_磯子店,0.0,GradientBoosting,y_weekday
store_石神井店,0.0,GradientBoosting,y_weekday
store_王子店,0.0,GradientBoosting,y_weekday
store_神奈川店,0.0,GradientBoosting,y_weekday
store_栄店,0.0,GradientBoosting,y_weekday
store_港北店,0.0,GradientBoosting,y_weekday
store_目黒店,0.0,GradientBoosting,y_weekday
store_相模原店,0.0,GradientBoosting,y_weekday
store_白井店,0.0,GradientBoosting,y_weekday
store_横浜南店,0.0,GradientBoosting,y_weekday
store_横浜緑店,0.0,GradientBoosting,y_weekday
store_海老名店,0.0,GradientBoosting,y_weekday
store_鴻巣店,0.0,GradientBoosting,y_weekday
store_横須賀店,0.0,GradientBoosting,y_weekday
store_武蔵村山店,0.0,GradientBoosting,y_weekday
store_高田馬場店,0.0,GradientBoosting,y_weekday
store_水戸店,0.0,GradientBoosting,y_weekday
store_江戸川店,0.0,GradientBoosting,y_weekday
store_江東店,0.0,GradientBoosting,y_weekday
store_池尻店,0.0,GradientBoosting,y_weekday
store_池袋店,0.0,GradientBoosting,y_weekday
store_桐生店,0.0,GradientBoosting,y_weekday
store_泉店,0.0,GradientBoosting,y_weekday
store_高津店,0.0,GradientBoosting,y_weekday
store_流山店,0.0,GradientBoosting,y_weekday
store_浅草店,0.0,GradientBoosting,y_weekday
store_浦安店,0.0,GradientBoosting,y_weekday
store_清瀬店,0.0,GradientBoosting,y_weekday
store_綾瀬店,0.0,GradientBoosting,y_weekday
store_秦野店,0.0,GradientBoosting,y_weekday
store_行田店,0.0,GradientBoosting,y_weekday
store_西東京店,0.0,GradientBoosting,y_weekday
store_調布店,0.0,GradientBoosting,y_weekday
store_谷中店,0.0,GradientBoosting,y_weekday
store_赤坂店,0.0,GradientBoosting,y_weekday
store_駒沢店,0.0,GradientBoosting,y_weekday
store_赤羽店,0.0,GradientBoosting,y_weekday
store_越谷店,0.0,GradientBoosting,y_weekday
store_足利店,0.0,GradientBoosting,y_weekday
store_足柄上店,0.0,GradientBoosting,y_weekday
store_館林店,0.0,GradientBoosting,y_weekday
store_足立店,0.0,GradientBoosting,y_weekday
store_逗子店,0.0,GradientBoosting,y_weekday
store_都筑店,0.0,GradientBoosting,y_weekday
store_金沢店,0.0,GradientBoosting,y_weekday
store_銀座店,0.0,GradientBoosting,y_weekday
store_鎌倉店,0.0,GradientBoosting,y_weekday
store_青山店,0.0,GradientBoosting,y_weekday
store_西多摩店,0.0,GradientBoosting,y_weekday
store_藤沢店,0.0,GradientBoosting,y_weekday
store_稲城店,0.0,GradientBoosting,y_weekday
store_蒲田店,0.0,GradientBoosting,y_weekday
store_立川店,0.0,GradientBoosting,y_weekday
store_青葉店,0.0,GradientBoosting,y_weekday
store_高崎店,0.0,GradientBoosting,y_weekday
store_羽村店,0.0,GradientBoosting,y_weekday
store_高島平店,0.0,GradientBoosting,y_weekday
store_羽生店,0.0,GradientBoosting,y_weekday
store_習志野店,0.0,GradientBoosting,y_weekday
store_自由が丘店,0.0,GradientBoosting,y_weekday
store_若葉店,0.0,GradientBoosting,y_weekday
store_茂原店,0.0,GradientBoosting,y_weekday
store_茅ヶ崎店,0.0,GradientBoosting,y_weekday
store_高円寺店,0.0,GradientBoosting,y_weekday
store_草加店,0.0,GradientBoosting,y_weekday
store_荒川店,0.0,GradientBoosting,y_weekday
store_荻窪店,0.0,GradientBoosting,y_weekday
store_板橋店,0.0,GradientBoosting,y_weekday
store_駒込店,0.0,GradientBoosting,y_weekday
store_柏店,0.0,GradientBoosting,y_weekday
store_日本橋店,0.0,GradientBoosting,y_weekday
store_松戸店,0.0,GradientBoosting,y_weekday
